Cod_CP,Nome_CP,Nome_professione (vedi esempi),Annuncio
6.2.4.1.3,Elettromeccanici,TECNICO INSTALLATORE RIPARATORE  MECCANICO E/O ELETTRONICO,"Siamo un’Azienda leader operante a livello internazionale nel settore dell’Oil&Gas. Progettiamo, realizziamo e commercializziamo componenti, impianti e servizi per l’estrazione petrolifera sia di superfice che sottomarina nonché per il trattamento, regolazione e misura del gas naturale. Siamo un riferimento nazionale per lo sviluppo e l’implementazione della metodologia ""Lean"".
Il candidato selezionato verrà inserito all’interno della funzione Service.
Principali attività:
Verifica periodica, sostituzione ed installazione apparati;
Manutenzione generale, cambio batterie;
Manutenzione di componenti meccanici, azionamento valvole.
Requisiti:
Diploma di istituto tecnico ad indirizzo meccanico o elettronico;
Esperienza nell’installazione di strumentazione pneumatica ed elettronica;
Buon utilizzo del computer (pacchetto office);
Disponibilità a costanti trasferte sul territorio nazionale;
Problem solving, resistenza allo stress, attenzione ai dettagli
"
6.2.4.1.3,Elettromeccanici,TECNICO INSTALLATORE RIPARATORE  ELETTRONICO ,"Siamo un’Azienda leader operante a livello internazionale nel settore dell’Oil&Gas. Progettiamo, realizziamo e commercializziamo componenti, impianti e servizi per l’estrazione petrolifera sia di superficie che sottomarina nonché per il trattamento, regolazione e misura del gas naturale. Siamo un riferimento nazionale per lo sviluppo e l’implementazione della metodologia ""Lean"".
Il candidato selezionato verrà inserito all’interno della funzione Service.
Le principali attività saranno:
Verifica periodica, sostituzione ed installazione apparati;
Manutenzione generale, cambio batterie;
Manutenzione di componenti meccanici, azionamento valvole.
Requisiti richiesti:
Diploma di istituto tecnico ad indirizzo elettronico;
Esperienza nell’installazione di strumentazione pneumatica ed elettronica di regolazione e misura del gas;
Buon utilizzo del computer (pacchetto office);
Disponibilità a frequenti trasferte sul territorio nazionale; problem solving, resistenza allo stress, attenzione ai dettagli.
"
6.2.4.1.3,Elettromeccanici,Manutentore Elettromeccanico,"La risorsa verrà inserita nell'area manutentiva dell'azienda e risponderà direttamente al Responsabile di Area, e si occuperà delle seguenti attività:
effettuare manutenzione preventiva, programmata e di intervenire su eventuali guasti;
interventi di manutenzione ordinaria e straordinaria su macchinari già installati;
ricercare guasti intervenendo su quadri elettrici 
Desideriamo entrare in contatto con candidati in possesso dei seguenti requisiti tecnico/motivazionali:
Diploma in ambito elettrico/meccanico;
Precedente esperienza nell'installazione/manutenzione di macchinari ad uso industriale o macchinari simili;
Disponibilità al lavoro sui turni e buone doti di organizzazione del lavoro.
Tipologia contrattuale: assunzione diretta da parte dell'azienda;
RAL proporzionale all'effettiva esperienza della figura individuata."
6.2.4.1.3,Elettromeccanici,Manutentore Elettromeccanico,"La risorsa ha maturato solida esperienza come elettromeccanico esperto accumulando ottime conoscenze elettriche. Nel contempo la figura ideale ha forte predisposizione alla meccanica di precisione e la voglia di mettersi in gioco e crescere anche come meccanico impiegato nella regolazione di fine con strumentazione.
Si richiede:
pregressa esperienza in azienda di processo/produzione (es. settore food & beverage).
Disponibilità a lavoro sui 3 turni
Predisposizione al problem solving
flessibilità oraria
La risorsa risponderà direttamente al Responsabile di Manutenzione e collaborerà con altre 4 figure del reparto.
Si offre inserimento diretto in azienda a tempo pieno.
"
6.2.4.1.3,Elettromeccanici,Manutentore Elettromeccanico,"Il candidato risponderà direttamente alla Responsabile della Manutenzione, occupandosi di:
manutenzione elettrica (principale)
manutenzione meccanica/pneumatica (marginale)
interpretazione schemi elettrici anche complessi e ricerca guasti
Diploma a indirizzo elettronico/elettrotecnico
conoscenze hardware PLC, DRIVE, AZIONAMENTI
capacità di apprendere funzionamenti software di gestione apparecchiature elettriche
disponibilità a lavorare sia a giornata che su sue turni
disponibilità a lavori in quota
"
6.2.4.1.3,Elettromeccanici,Manutentore Elettromeccanico,"Il candidato risponderà direttamente alla Responsabile della Manutenzione occupandosi di:
 manutenzione elettrica (principale);
manutenzione meccanica e pneumatica (marginale);
interpretazione schemi elettrici anche complessi e ricerca guasti.
 Desideriamo entrare in contatto con candidati  in possesso dei seguenti requisiti:
 Diploma a indirizzo elettronico/elettrotecnico;
conoscenze hardware PLC, DRIVE, AZIONAMENTI;
disponibilità a lavorare sia a giornata che su due turni;
disponibilità a lavori in quota. 
Completano il profilo la disponibilità ad apprendere il funzionamento software di gestione delle apposite apparecchiature elettriche.
inserimento diretto in azienda con retribuzione commisurata all’esperienza;
indennità di chiamata;
premio presenza;
14 mensilità.
"
6.2.4.1.3,Elettromeccanici,Manutentore Elettromeccanico,"Randstad Technical di Saronno cerca per realtà metalmeccanica di Bregnano (Co), specializzata nella produzione e distribuzione di macchine utensili, un montatore/manutentore elettromeccanico trasfertista.
La risorsa si occuperà dell'installazione e manutenzione dei macchinari presso i clienti, oltre all'assistenza post vendita.
Sono richieste: esperienza significativa in mansione analoga, disponibilità a trasferte costanti sul territorio nazionale, conoscenza intermedia della lingua inglese.
Si offre contratto a tempo determinato finalizzato all'inserimento a tempo indeterminato.
Inquadramento e retribuzione saranno commisurati all'esperienza e alle competenze del candidato scelto.
L'annuncio è rivolto a candidati ambosessi."
6.2.4.1.3,Elettromeccanici,Manutentore elettromeccanico 3 turni,"Randstad Technical di Saronno cerca per importante azienda del settore gommaplastica un manutentore elettromeccanico con esperienza consolidata nella mansione. La risorsa svolgerà le seguenti attività: manutenzione ordinaria e straordinaria dei macchinari, cambio stampi, attività varie di supporto alla produzione.
E' richiesta la disponibilità al lavoro su tre turni.
Si offre contratto a tempo determinato, con possibilità di successiva assunzione a tempo indeterminato.
Inquadramento e retribuzione saranno commisurati alle competenze e all'esperienza del candidato selezionato."
6.2.4.1.3,Elettromeccanici,Manutentore Elettromeccanico,"Il nostro cliente è un’azienda di produzione del settore alimentare in provincia di Novara, e in un’ottica di ampliamento del proprio organico interno, ci ha incaricati di ricercare una figura di: manutentore elettromeccanico. Desideriamo entrare in contatto con candidati in possesso dei seguenti requisiti:
competenze tecniche nella manutenzione elettromeccanica;
capacità di intervento elettromeccanico su impianti industriali e macchinari;
lettura e modifica di schemi e progetti di impianto;
intervento su tre turni con reperibilità;
reportistica tecnica di intervento;
diploma di indirizzo tecnico.
Le principali responsabilità consisteranno in:
manutenzione elettromeccanica ordinaria e straordinaria di impianti industriali e macchinari di filtraggio, riempimento, dosaggio e di confezionamento;
manutenzione elettrica, meccanica, pneumatica.
"
6.2.4.1.3,Elettromeccanici,Manutentore Elettromeccanico,"Hai un diploma ad indirizzo tecnico meccanico o meccatronico?Ti piacerebbe lavorare come manutentore elettromeccanico su impianti? Stiamo cercando te! Randstad Italia, Filiale di Cesena, sta selezionando per un'azienda del settore alimentare del territorio cesenate un addetto alla manutenzione e all'assistenza tecnica di impianti industriali. Le competenze richieste sono:
possesso di un diploma ad indirizzo tecnico meccanico/meccatronico,
conoscenze relative alle tecnologie meccaniche, componenti meccanici, elettrotecniche ed idrauliche,
possibile conoscenza di macchine automatiche del mondo alimentare,
buone capacità relazionali e gestione del team,
affidabilità ed autonomia nella pianificazione delle attività e dei progetti di propria competenza, dinamismo e capacità di problem solving,
domicilio a Cesena o in zone limitrofe e disponibilità a lavorare su turni, anche notturni.
Retribuzione e inquadramento verranno valutati sulla base delle competenze ed esperienza del candidato. Si offre contratto finalizzato all’assunzione diretta in azienda. Se sei interessato invia il tuo curriculum vitae a cesena.technical@randstad.it o candidati direttamente al presente annuncio.
 
.
"
6.2.4.1.3,Elettromeccanici,Manutentore Elettromeccanico,"Adecco Italia filiale di Ala, ricerca per azienda della Vallagarina, un manutentore elettromeccanico.

Se hai esperienza pregressa nella mansione e competenze tecniche per manutenzione elettrica e meccanica, manutenzione impianti e controllo impianti, questo è il lavoro che fa per te!

Offriamo impiego full time su tre turni.

Titolo di studio:
Diploma / Accademia

Competenze:
Assistenza tecnica  Assistenza tecnica
Assistenza tecnica  Manutenzione di impianti meccanici
Assistenza tecnica  Ripristino funzionamento macchine
Assistenza tecnica  Controllo funzionamento macchine
Assistenza tecnica  Manutenzione elettromeccanica
"
6.2.4.1.3,Elettromeccanici,Manutentore Elettromeccanico,"Adecco Italia S.p.A.  Filiale di Taranto, seleziona per azienda cliente operante nel settore della produzione, un Manutentore Elettromeccanico esperto in cablaggio.

La figura professionale, lavorando in team, seguirà le seguenti attività:

 Manutenzione elettrica, ordinaria e straordinaria, dei macchinari e degli impianti aziendali;
 Cablaggio quadri e bordo macchina
 Manutenzione elettromeccanica ordinaria,
 Modifiche migliorative degli impianti.

Competenze ed esperienze richieste

I requisiti fondamentali per lo svolgimento del ruolo sono:

 Pluriennale esperienza nel ruolo di manutentore elettromeccanico su macchinari di grosse dimensioni;
 Flessibilità oraria e reperibilità in caso di guasti improvvisi.
 Possesso di diploma ad indirizzo meccanico/ elettrico/ elettrotecnico.


Completano il profilo: capacità di lavoro in team, organizzazione e gestione del tempo, buona manualità, dinamicità e spirito di iniziativa.


Tipo di assunzione: iniziale contratto di somministrazione a tempo determinato di 4/6 mesi e successiva assunzione diretta con l'azienda.

Retribuzione: commisurata all'esperienza e alla seniority nel ruolo.

Luogo di lavoro: prov. di Taranto

Lingue conosciute:
Inglese

Competenze:
Assistenza tecnica  Assistenza tecnica
Assistenza tecnica  Manutenzione di impianti meccanici
Assistenza tecnica  Ripristino funzionamento macchine
Assistenza tecnica  Controllo funzionamento macchine
Assistenza tecnica  Manutenzione di impianti elettrici
Assistenza tecnica  Manutenzione elettrica
Assistenza tecnica  Manutenzione elettromeccanica
Assistenza tecnica  Manutenzione meccanica
Elettrica / Elettrotecnica  Cablaggio
Elettrica / Elettrotecnica  Lettura disegno/schema elettrico

Disponibilità oraria: Full Time"
6.2.4.1.3,Elettromeccanici,Manutentore Elettromeccanico,"Per azienda operante nel settore delle lavorazioni meccaniche cerchiamo manutentore elettromeccanico.

La figura selezionata si occuperà dell'attività di manutenzione ordinaria e straordinaria di particolari meccanici anche con componentistica idraulica, pneumatica ed elettrica, sulla base di schede di lavoro e disegni tecnici.
È richiesta disponibilità alle trasferte presso i diversi plant aziendali sul territorio nazionale, il percorso di studi inerente alla mansione (qualifica o diploma ad indirizzo meccanico) e autonomia nella lettura del disegno tecnico. Costituirà titolo preferenziale il possesso dell’abilitazione all’uso delle Piattaforme aeree

Completano il profilo flessibilità, precisione e capacità di risoluzione dei problemi operativi.


Esperienze lavorative:
Manutentore  12 mesi

Titolo di studio:
Istituto Tecnico Superiore (ITS)  Tecnico  ITS settore Meccanica/Meccatronica
Qualifica / Attestato  Tecnico  Operatore meccanico

Lingue conosciute:
Inglese

Competenze:
Macchine utensili  Tornio manuale/parallelo
Macchine utensili  Fresa manuale
Assistenza tecnica  Assistenza tecnica
Assistenza tecnica  Manutenzione di impianti meccanici
Meccanica  Lettura disegno meccanico
Assistenza tecnica  Ripristino funzionamento macchine
Assistenza tecnica  Controllo funzionamento macchine
Assistenza tecnica  Manutenzione di impianti elettrici
Assistenza tecnica  Conoscenza impianti oleodinamici
Assistenza tecnica  Conoscenza impianti pneumatici
Assistenza tecnica  Manutenzione elettrica
Assistenza tecnica  Manutenzione elettromeccanica
Assistenza tecnica  Manutenzione meccanica
Elettrica / Elettrotecnica  Lettura disegno/schema elettrico

Disponibilità oraria: Full Time"
